id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price
16983,dallas / fort worth,2001,lexus,excellent,6 cylinders,gas,127991,clean,automatic,4wd,full-size,SUV,black,tx,8031
16984,greenville / upstate,2016,bmw,good,6 cylinders,gas,88217,clean,manual,fwd,compact,sedan,black,sc,5376
16985,pittsburgh,2008,ford,excellent,4 cylinders,gas,197270,clean,automatic,fwd,mid-size,sedan,white,pa,4766
16986,bakersfield,2012,buick,excellent,6 cylinders,gas,163036,clean,automatic,fwd,full-size,sedan,black,ca,6001
16987,atlanta,2012,volkswagen,excellent,4 cylinders,,110797,salvage,automatic,fwd,mid-size,sedan,black,ga,5725
16988,"washington, DC",2012,bmw,excellent,6 cylinders,gas,87355,clean,automatic,fwd,full-size,SUV,white,dc,8879
16989,stockton,2019,toyota,like new,4 cylinders,gas,102604,clean,automatic,fwd,mid-size,wagon,grey,ca,10157
16990,chicago,2013,bmw,excellent,6 cylinders,gas,59676,rebuilt,automatic,4wd,mid-size,SUV,black,il,7594
16991,greenville / upstate,2015,ford,excellent,6 cylinders,diesel,34032,clean,automatic,4wd,full-size,SUV,black,sc,41917
16992,macon / warner robins,1998,TOYOTA,fair,4 cylinders,gas,-1,clean,manual,rwd,full-size,SUV,black,ga,6250
16993,tucson,2013,ford,like new,8 cylinders,diesel,96030,clean,automatic,rwd,full-size,truck,white,az,49613
16994,modesto,1996,ford,good,6 cylinders,,47630,clean,automatic,rwd,mid-size,pickup,white,,23432
16995,dayton / springfield,2014,ford,good,4 cylinders,gas,122463,rebuilt,manual,fwd,full-size,truck,blue,oh,16407
16996,cleveland,2013,ford,like new,6 cylinders,gas,189032,clean,automatic,fwd,full-size,pickup,blue,oh,14579
16997,siskiyou county,1989,chevrolet,good,other,gas,156624,clean,automatic,rwd,full-size,truck,green,ca,15608
16998,lakeland,2014,chevrolet,excellent,6 cylinders,gas,93182,clean,automatic,4wd,full-size,SUV,black,fl,5582
16999,cleveland,1996,ford,good,4 cylinders,gas,94570,salvage,automatic,fwd,full-size,SUV,red,oh,12551
17000,tampa bay area,2014,buick,excellent,6 cylinders,gas,113005,clean,automatic,fwd,mid-size,SUV,black,fl,10003
17001,madison,1966,ford,good,8 cylinders,gas,71855,clean,automatic,rwd,full-size,pickup,white,wi,36480
17002,boulder,1970,chevrolet,excellent,8 cylinders,gas,77418,clean,automatic,rwd,full-size,coupe,green,co,14851
17003,pueblo,2005,gmc,fair,8 cylinders,gas,165793,clean,manual,rwd,full-size,pickup,green,co,13975
17004,los angeles,2013,toyota,good,4 cylinders,gas,134207,rebuilt,automatic,fwd,mid-size,sedan,silver,ca,14254
17005,milwaukee,2010,ram,excellent,6 cylinders,gas,72722,clean,automatic,rwd,full-size,SUV,silver,wi,23837
17006,south florida,1999,bmw,excellent,6 cylinders,gas,148297,clean,other,4wd,compact,SUV,red,,32047
17007,jacksonville,1992,jeep,excellent,6 cylinders,gas,79848,clean,automatic,fwd,mid-size,SUV,black,fl,5075
17008,monterey bay,2012,honda,excellent,4 cylinders,gas,156681,rebuilt,automatic,fwd,compact,sedan,blue,ca,5864
17009,louisville,2015,ford,excellent,4 cylinders,gas,7219,clean,automatic,rwd,full-size,truck,blue,ky,30317
17010,bakersfield,2013,ford,excellent,4 cylinders,gas,112912,rebuilt,automatic,rwd,compact,SUV,black,ca,17415
17011,mcallen / edinburg,2011,buick,excellent,6 cylinders,gas,200437,clean,automatic,fwd,mid-size,sedan,silver,,2931
17012,los angeles,2006,ford,excellent,6 cylinders,,140222,rebuilt,automatic,4wd,full-size,pickup,black,ca,14313
17013,"st louis, MO",2012,bmw,excellent,6 cylinders,gas,34611,clean,automatic,fwd,full-size,sedan,black,mo,16544
17014,central NJ,2012,toyota,excellent,4 cylinders,gas,89535,clean,automatic,fwd,full-size,SUV,white,nj,11089
17015,tucson,2015,chevrolet,good,8 cylinders,gas,103257,clean,automatic,4wd,full-size,SUV,black,az,9826
17016,upper peninsula,2008,CHEVROLET,good,8 cylinders,gas,134344,clean,manual,rwd,full-size,truck,green,mi,19978
17017,mohave county,1999,ram,excellent,8 cylinders,gas,259130,clean,automatic,4wd,full-size,truck,green,az,3419
17018,nashville,2005,ford,excellent,4 cylinders,gas,125920,clean,manual,fwd,mid-size,coupe,silver,tn,2426
17019,hawaii,2010,hyundai,excellent,6 cylinders,gas,130199,rebuilt,automatic,rwd,mid-size,sedan,black,hi,9341
17020,"st louis, MO",2013,ford,excellent,6 cylinders,gas,76881,clean,automatic,rwd,full-size,sedan,white,,6024
17021,madison,1989,chevrolet,excellent,6 cylinders,gas,67589,clean,automatic,rwd,mid-size,sedan,green,wi,35150
17022,eastern CT,2013,volkswagen,excellent,4 cylinders,gas,179403,clean,other,fwd,mid-size,sedan,silver,ct,4159
17023,rhode island,2014,jeep,good,4 cylinders,gas,100953,clean,automatic,fwd,mid-size,SUV,green,ri,3320
17024,humboldt county,2013,ford,excellent,8 cylinders,diesel,138485,clean,automatic,4wd,full-size,SUV,black,ca,22454
17025,pittsburgh,2015,subaru,excellent,6 cylinders,,209365,clean,manual,4wd,full-size,SUV,red,pa,5491
17026,indianapolis,2013,ford,good,8 cylinders,gas,92341,clean,automatic,4wd,full-size,truck,black,,8313
17027,tucson,2005,FORD,excellent,4 cylinders,gas,129218,clean,manual,fwd,mid-size,sedan,black,az,2631
17028,fredericksburg,2010,bmw,excellent,6 cylinders,gas,50900,clean,manual,rwd,full-size,convertible,grey,va,36918
17029,topeka,1995,ｍａｚｄａ,excellent,4 cylinders,gas,88221,clean,automatic,fwd,full-size,sedan,green,,4085
17030,rochester,2000,jeep,excellent,6 cylinders,diesel,132029,lien,manual,4wd,full-size,SUV,blue,ny,16347
17031,dayton / springfield,2011,ford,excellent,8 cylinders,gas,8586,clean,automatic,fwd,full-size,SUV,white,oh,20701
17032,medford-ashland,1988,ram,excellent,8 cylinders,diesel,68717,clean,manual,4wd,full-size,truck,blue,or,11472
17033,"washington, DC",2012,HONDA,excellent,4 cylinders,gas,235023,clean,automatic,fwd,compact,sedan,blue,dc,2160
17034,los angeles,2014,ford,like new,4 cylinders,diesel,143882,rebuilt,automatic,fwd,mid-size,sedan,black,ca,3237
17035,boise,2017,ram,like new,6 cylinders,diesel,67083,clean,automatic,4wd,full-size,SUV,black,id,33872
17036,new haven,2009,pontiac,excellent,4 cylinders,gas,-1,clean,automatic,fwd,mid-size,sedan,red,ct,5846
17037,detroit metro,2006,ford,excellent,6 cylinders,gas,154570,clean,automatic,fwd,midーsize,sedan,silver,mi,6167
17038,bend,2013,ram,excellent,8 cylinders,diesel,84110,clean,automatic,4wd,full-size,pickup,black,or,14420
17039,"washington, DC",2015,ford,excellent,4 cylinders,gas,128228,clean,automatic,4wd,mid-size,SUV,black,dc,7243
17040,boston,2004,ford,fair,8 cylinders,gas,106169,clean,manual,fwd,full-size,coupe,grey,ma,7349
17041,tallahassee,2011,ford,excellent,6 cylinders,gas,87384,clean,automatic,fwd,mid-size,coupe,custom,fl,11133
17042,huntsville / decatur,2010,toyota,fair,4 cylinders,gas,194960,clean,automatic,fwd,compact,coupe,white,al,1193
17043,rochester,2011,bmw,excellent,6 cylinders,gas,95581,clean,automatic,fwd,mid-size,SUV,black,ny,6775
17044,redding,2015,chevrolet,excellent,4 cylinders,gas,3435,rebuilt,automatic,rwd,mid-size,coupe,silver,ca,59723
17045,yakima,2012,gmc,excellent,8 cylinders,gas,154966,clean,automatic,4wd,full-size,SUV,white,wa,27479
17046,albuquerque,2008,chevrolet,fair,8 cylinders,gas,116943,clean,automatic,rwd,full-size,pickup,black,nm,5102
17047,albany,2012,bmw,excellent,6 cylinders,gas,65125,clean,automatic,fwd,mid-size,SUV,black,ny,9987
17048,hartford,2018,kia,like new,4 cylinders,gas,61421,lien,automatic,fwd,mid-size,sedan,black,ct,29138
17049,modesto,1990,bmw,excellent,6 cylinders,gas,71176,clean,automatic,fwd,compact,coupe,orange,ca,16427
17050,"st louis, MO",2003,ram,good,8 cylinders,diesel,287131,clean,manual,4wd,full-size,truck,red,mo,6238
17051,rhode island,2009,BMW,excellent,6 cylinders,gas,142282,clean,manual,4wd,full-size,SUV,silver,ri,20859
17052,rhode island,2017,dodge,excellent,6 cylinders,gas,44319,clean,manual,fwd,mid-size,coupe,black,ri,25732
17053,nashville,2006,honda,fair,4 cylinders,gas,105430,clean,automatic,fwd,compact,sedan,grey,,6178
17054,grand rapids,2017,gmc,like new,4 cylinders,gas,19612,clean,automatic,fwd,full-size,SUV,black,mi,29578
17055,pittsburgh,2013,bmw,excellent,8 cylinders,gas,110497,clean,automatic,rwd,full-size,SUV,black,,15834
17056,huntsville / decatur,2010,chevrolet,good,6 cylinders,gas,272531,clean,automatic,fwd,full-size,sedan,blue,al,7679
17057,el paso,1986,volkswagen,good,6 cylinders,gas,157271,clean,manual,fwd,compact,coupe,green,tx,3277
17058,yakima,2010,ford,excellent,4 cylinders,gas,126802,clean,automatic,fwd,mid-size,SUV,black,wa,7571
17059,central NJ,2009,ford,good,6 cylinders,,119078,clean,other,rwd,full-size,truck,white,nj,10798
17060,dallas / fort worth,2011,HONDA,excellent,6 cylinders,gas,16440,rebuilt,automatic,fwd,full-size,van,silver,tx,24265
17061,sarasota-bradenton,2015,ford,good,6 cylinders,gas,212809,clean,manual,fwd,full-size,sedan,black,fl,7387
17062,mankato,2019,bmw,excellent,4 cylinders,gas,71892,clean,automatic,rwd,mid-size,sedan,white,mn,15807
17063,high rockies,1971,mazda,like new,4 cylinders,gas,35168,rebuilt,manual,fwd,compact,convertible,green,co,12196
17064,atlanta,2005,FORD,good,4 cylinders,gas,215285,clean,manual,fwd,compact,hatchback,silver,ga,2811
17065,mcallen / edinburg,2006,ford,excellent,6 cylinders,gas,197573,rebuilt,automatic,fwd,mid-size,SUV,black,tx,4105
17066,florence / muscle shoals,2015,ford,good,8 cylinders,gas,73498,clean,automatic,rwd,full-size,van,white,al,19275
17067,detroit metro,2017,chevrolet,excellent,6 cylinders,gas,16061,rebuilt,automatic,4wd,mid-size,SUV,black,mi,26783
17068,lincoln,2009,ford,excellent,6 cylinders,gas,117303,clean,automatic,fwd,full-size,pickup,silver,ne,18198
17069,indianapolis,1989,ford,fair,8 cylinders,gas,114080,clean,automatic,4wd,full-size,pickup,green,in,5914
17070,central NJ,2013,FORD,good,4 cylinders,gas,69734,clean,manual,fwd,full-size,SUV,white,nj,18018
17071,wausau,2006,jeep,excellent,6 cylinders,gas,132578,clean,automatic,4wd,full-size,pickup,red,wi,18802
17072,rhode island,2011,bmw,excellent,4 cylinders,gas,24916,clean,automatic,fwd,compact,SUV,black,ri,17899
17073,tyler / east TX,2011,ram,excellent,6 cylinders,diesel,321692,clean,automatic,4wd,full-size,pickup,black,tx,20598
17074,anchorage / mat-su,2017,ram,excellent,6 cylinders,diesel,46932,clean,manual,4wd,full-size,truck,white,ak,62051
17075,central NJ,2016,HONDA,excellent,4 cylinders,gas,117558,clean,automatic,fwd,compact,sedan,black,nj,9535
17076,south florida,2017,dodge,excellent,6 cylinders,diesel,100441,clean,automatic,4wd,full-size,pickup,blue,fl,23287
17077,richmond,2004,ford,good,8 cylinders,gas,145650,clean,automatic,4wd,full-size,truck,black,,5058
17078,fort collins / north CO,2016,honda,excellent,4 cylinders,gas,85145,rebuilt,other,fwd,compact,hatchback,silver,co,7015
17079,eugene,2019,ram,like new,8 cylinders,diesel,41203,clean,automatic,4wd,full-size,truck,white,,64664
17080,wausau,2011,gmc,good,6 cylinders,gas,168377,clean,automatic,fwd,mid-size,SUV,silver,wi,20546
17081,nashville,2015,toyota,excellent,4 cylinders,gas,79404,clean,automatic,4wd,full-size,van,silver,,18384
17082,south florida,2018,ford,excellent,4 cylinders,gas,129969,clean,automatic,fwd,mid-size,SUV,black,fl,3078
17083,medford-ashland,2009,FORD,fair,6 cylinders,gas,168859,,manual,fwd,full-size,,silver,or,4232
17084,bozeman,2007,ford,good,8 cylinders,diesel,304861,clean,automatic,4wd,full-size,pickup,green,,4790
17085,la crosse,2013,ford,good,8 cylinders,diesel,99824,clean,automatic,rwd,mid-size,truck,white,wi,30407
17086,fort collins / north CO,2015,ford,good,4 cylinders,gas,181166,missing,automatic,4wd,full-size,sedan,green,co,14043
17087,albany,2016,ram,excellent,6 cylinders,diesel,24732,clean,automatic,4wd,full-size,truck,black,,38309
17088,jackson,2005,ford,excellent,6 cylinders,gas,121898,clean,automatic,4wd,mid-size,SUV,white,tn,9395
17089,central NJ,2012,JEEP,fair,6 cylinders,gas,105995,clean,automatic,fwd,full-size,SUV,blue,nj,7631
17090,el paso,2018,chevrolet,excellent,6 cylinders,diesel,27252,clean,automatic,4wd,full-size,truck,black,tx,62482
17091,sarasota-bradenton,2016,kia,excellent,4 cylinders,gas,88471,clean,automatic,fwd,full-size,sedan,green,fl,7907
17092,prescott,1979,ford,excellent,4 cylinders,gas,100517,clean,automatic,fwd,mid-size,sedan,white,az,4945
17093,albuquerque,1996,chevrolet,good,6 cylinders,gas,189368,clean,automatic,fwd,full-size,SUV,black,nm,3999
17094,pittsburgh,2008,honda,excellent,4 cylinders,gas,123197,clean,automatic,fwd,mid-size,sedan,red,pa,3250
17095,baltimore,2012,mitsubishi,excellent,6 cylinders,gas,90629,clean,automatic,fwd,full-size,sedan,blue,md,10511
17096,upper peninsula,2015,ford,excellent,6 cylinders,gas,69822,clean,automatic,4wd,full-size,truck,white,mi,35489
17097,wichita,2013,chevrolet,good,8 cylinders,,61709,clean,automatic,fwd,full-size,truck,blue,ks,35240
17098,des moines,2011,ford,good,4 cylinders,,53371,clean,manual,fwd,full-size,coupe,white,ia,7851
17099,corpus christi,2012,lexus,excellent,4 cylinders,gas,360126,clean,manual,4wd,mid-size,SUV,black,tx,7518
17100,worcester / central MA,2012,FORD,like new,6 cylinders,gas,201669,rebuilt,automatic,4wd,mid-size,SUV,silver,ma,33598
17101,los angeles,2015,ford,good,4 cylinders,gas,106943,rebuilt,automatic,fwd,full-size,SUV,blue,ca,18200
17102,phoenix,2012,ford,good,8 cylinders,gas,70084,clean,automatic,fwd,full-size,pickup,white,az,15124
17103,albuquerque,2018,ford,excellent,6 cylinders,diesel,58769,clean,automatic,rwd,full-size,pickup,blue,nm,33593
17104,bozeman,2012,AUDI,like new,4 cylinders,gas,95925,lien,manual,fwd,compact,SUV,silver,mt,11802
17105,kokomo,2014,audi,excellent,4 cylinders,gas,79328,clean,automatic,fwd,mid-size,sedan,black,in,21693
17106,san luis obispo,2011,toyota,excellent,4 cylinders,gas,127255,clean,automatic,4wd,full-size,SUV,blue,ca,21562
17107,"washington, DC",2014,mazda,excellent,4 cylinders,gas,106394,clean,automatic,fwd,compact,sedan,black,dc,12307
17108,omaha / council bluffs,2013,chevrolet,good,6 cylinders,gas,38195,rebuilt,automatic,4wd,full-size,truck,white,ia,6322
17109,brunswick,2002,bmw,excellent,6 cylinders,gas,154906,clean,automatic,rwd,mid-size,sedan,white,ga,5614
17110,binghamton,2018,ram,good,6 cylinders,diesel,10951,clean,automatic,4wd,full-size,pickup,black,ny,56098
17111,pittsburgh,2012,chevrolet,good,8 cylinders,diesel,112986,clean,automatic,4wd,full-size,truck,red,,7014
17112,champaign urbana,2009,HONDA,excellent,6 cylinders,gas,238871,clean,automatic,fwd,mid-size,SUV,silver,il,5226
17113,plattsburgh-adirondacks,2007,nissan,excellent,6 cylinders,gas,203323,clean,automatic,fwd,mid-size,SUV,black,ny,1731
17114,san luis obispo,2016,ram,excellent,6 cylinders,diesel,46797,clean,automatic,fwd,full-size,truck,white,ca,41528
17115,rochester,2009,jeep,fair,6 cylinders,gas,377569,clean,automatic,fwd,full-size,SUV,blue,ny,7026
17116,south coast,2011,acura,excellent,4 cylinders,gas,85262,rebuilt,automatic,fwd,full-size,sedan,black,,20943
17117,albuquerque,2003,mazda,excellent,4 cylinders,gas,161583,clean,automatic,fwd,mid-size,hatchback,green,nm,5599
17118,st george,2015,acura,excellent,6 cylinders,gas,93660,salvage,other,fwd,mid-size,sedan,blue,ut,5150
17119,orlando,2015,nissan,good,4 cylinders,gas,79469,clean,other,fwd,full-size,sedan,silver,,8929
17120,central NJ,2014,toyota,excellent,4 cylinders,gas,135429,rebuilt,automatic,fwd,full-size,SUV,blue,nj,15231
17121,fargo / moorhead,1988,bmw,excellent,6 cylinders,gas,99481,clean,automatic,rwd,full-size,coupe,blue,mn,22463
17122,rochester,2016,chevrolet,excellent,8 cylinders,,86149,rebuilt,automatic,rwd,full-size,SUV,blue,ny,16615
17123,wichita,2007,ram,good,6 cylinders,gas,224146,clean,automatic,rwd,full-size,SUV,black,,5368
17124,fredericksburg,2015,nissan,good,4 cylinders,gas,149721,clean,manual,fwd,mid-size,sedan,white,va,10233
17125,fayetteville,2007,toyota,excellent,4 cylinders,gas,101620,clean,other,fwd,full-size,sedan,black,nc,9023
17126,colorado springs,2011,jeep,excellent,6 cylinders,gas,165649,clean,automatic,4wd,mid-size,SUV,black,,21550
17127,upper peninsula,1945,ford,good,8 cylinders,,70040,clean,manual,rwd,full-size,truck,black,mi,17587
17128,central NJ,2001,ford,fair,6 cylinders,gas,56845,clean,manual,fwd,full-size,coupe,blue,nj,17379
17129,toledo,2015,nissan,excellent,other,gas,153589,clean,automatic,fwd,mid-size,sedan,black,oh,7164
17130,butte,2015,CHEVROLET,excellent,6 cylinders,gas,41022,rebuilt,automatic,fwd,mid-size,van,blue,mt,17992
17131,eugene,2005,ford,good,4 cylinders,gas,280996,clean,manual,fwd,full-size,SUV,white,or,7907
17132,wichita,2001,honda,good,4 cylinders,gas,172314,clean,manual,fwd,full-size,hatchback,black,ks,1870
17133,los angeles,2016,chevrolet,like new,4 cylinders,,17706,rebuilt,automatic,rwd,mid-size,SUV,black,ca,18911
17134,orange county,1988,ｃｈｅｖｒｏｌｅｔ,fair,8 cylinders,gas,79212,clean,automatic,4wd,fullーsize,truck,white,ca,15099
17135,central NJ,2011,toyota,excellent,4 cylinders,gas,-1,clean,manual,fwd,mid-size,sedan,blue,,6741
17136,"washington, DC",2013,ford,excellent,4 cylinders,gas,61632,salvage,automatic,fwd,full-size,sedan,black,dc,7637
17137,mcallen / edinburg,2016,infiniti,excellent,4 cylinders,gas,134011,clean,automatic,4wd,full-size,sedan,blue,tx,12930
17138,vermont,2015,ford,like new,4 cylinders,gas,103408,clean,automatic,4wd,full-size,SUV,white,,40336
17139,rochester,2001,subaru,excellent,4 cylinders,gas,183278,clean,automatic,fwd,mid-size,SUV,blue,,3309
17140,mohave county,2004,lexus,excellent,8 cylinders,gas,81146,rebuilt,manual,rwd,mid-size,sedan,orange,az,18321
17141,oregon coast,1992,honda,excellent,6 cylinders,gas,92686,clean,automatic,fwd,full-size,SUV,silver,or,13227
17142,philadelphia,1995,honda,fair,6 cylinders,gas,156018,clean,automatic,fwd,full-size,sedan,blue,pa,7624
17143,knoxville,2017,jeep,like new,8 cylinders,gas,1437,clean,automatic,4wd,full-size,SUV,black,tn,31631
17144,minneapolis / st paul,2012,ford,excellent,6 cylinders,diesel,152414,clean,automatic,4wd,full-size,pickup,brown,mn,26233
17145,albany,2002,bmw,good,6 cylinders,gas,100442,clean,manual,rwd,sub-compact,convertible,brown,ny,18417
17146,tallahassee,2011,honda,good,4 cylinders,gas,117699,clean,other,fwd,compact,sedan,silver,fl,5078
17147,rapid city / west SD,2012,toyota,excellent,4 cylinders,gas,211231,clean,automatic,4wd,mid-size,SUV,black,sd,4860
17148,rochester,1998,JEEP,excellent,6 cylinders,gas,173595,clean,automatic,4wd,full-size,SUV,black,ny,13457
17149,springfield,2013,RAM,like new,8 cylinders,gas,147853,clean,automatic,4wd,full-size,truck,black,il,55012
17150,albany,2014,kia,excellent,4 cylinders,gas,101929,clean,automatic,fwd,mid-size,SUV,black,,11299
17151,reno / tahoe,2014,subaru,excellent,4 cylinders,gas,177324,clean,automatic,fwd,mid-size,SUV,black,ca,7560
17152,green bay,2006,CHEVROLET,like new,8 cylinders,gas,97507,clean,automatic,fwd,full-size,other,green,wi,11332
17153,reno / tahoe,2012,chevrolet,excellent,6 cylinders,gas,60653,clean,automatic,4wd,full-size,SUV,black,ca,23119
17154,rhode island,2009,bmw,like new,8 cylinders,gas,146202,clean,automatic,fwd,full-size,SUV,silver,ri,10232
17155,sacramento,2008,cadillac,excellent,6 cylinders,gas,102830,clean,automatic,fwd,compact,sedan,black,ca,5433
17156,buffalo,2004,acura,fair,4 cylinders,gas,134682,clean,automatic,fwd,mid-size,coupe,white,ny,7354
17157,fayetteville,2015,subaru,like new,4 cylinders,gas,154347,clean,automatic,fwd,mid-size,sedan,red,,6916
17158,harrisburg,2005,FORD,good,6 cylinders,diesel,197959,clean,automatic,rwd,full-size,truck,green,pa,12455
17159,louisville,2003,bmw,like new,6 cylinders,diesel,25594,rebuilt,manual,4wd,full-size,SUV,black,ky,4287
17160,SF bay area,2019,kia,fair,6 cylinders,gas,5109,rebuilt,automatic,rwd,full-size,van,black,ca,24913
